,video_frame,left,width,top,height,label
8547,57995_000109_Sideline_377,952,13,270,11,H21
8548,57995_000109_Sideline_377,447,12,443,13,V75
8549,57995_000109_Sideline_377,660,12,192,12,H93
8550,57995_000109_Sideline_377,801,14,402,13,H94
8552,57995_000109_Sideline_377,721,12,139,12,V27
8553,57995_000109_Sideline_377,724,11,192,12,V12
8554,57995_000109_Sideline_377,422,17,431,15,H99
8558,57995_000109_Sideline_377,756,11,151,12,H30
8562,57995_000109_Sideline_377,741,11,157,11,H23
8564,57995_000109_Sideline_378,400,13,327,12,V74
8565,57995_000109_Sideline_378,654,13,289,13,H97
8566,57995_000109_Sideline_378,874,13,336,12,V17
8567,57995_000109_Sideline_378,685,12,323,12,H52
8568,57995_000109_Sideline_378,445,12,445,12,V75
8569,57995_000109_Sideline_378,284,14,409,13,V65
8570,57995_000109_Sideline_378,530,12,220,12,V83
8571,57995_000109_Sideline_378,877,13,209,12,H59
8572,57995_000109_Sideline_378,772,11,244,11,H36
8573,57995_000109_Sideline_378,952,13,270,11,H21
8574,57995_000109_Sideline_378,659,13,193,12,H93
8575,57995_000109_Sideline_378,801,14,403,14,H94
8576,57995_000109_Sideline_378,616,13,370,12,V60
8577,57995_000109_Sideline_378,690,13,415,13,V77
8578,57995_000109_Sideline_378,736,11,235,11,V68
8579,57995_000109_Sideline_378,721,15,365,13,H91
8580,57995_000109_Sideline_378,723,12,193,11,V12
8581,57995_000109_Sideline_378,423,15,433,13,H99
8582,57995_000109_Sideline_378,722,11,141,11,V27
8585,57995_000109_Sideline_378,755,12,152,12,H30
8592,57995_000109_Sideline_378,740,10,159,12,H23
8594,57995_000109_Sideline_379,684,13,324,12,H52
8595,57995_000109_Sideline_379,443,13,446,13,V75
8596,57995_000109_Sideline_379,283,13,410,14,V65
8597,57995_000109_Sideline_379,654,13,289,14,H97
8598,57995_000109_Sideline_379,399,13,328,13,V74
8599,57995_000109_Sideline_379,873,13,337,11,V17
8600,57995_000109_Sideline_379,690,14,416,14,V77
8601,57995_000109_Sideline_379,722,13,365,13,H91
8602,57995_000109_Sideline_379,877,13,209,12,H59
8603,57995_000109_Sideline_379,953,12,270,11,H21
8604,57995_000109_Sideline_379,771,11,245,10,H36
8605,57995_000109_Sideline_379,529,12,221,11,V83
8606,57995_000109_Sideline_379,615,14,370,13,V60
8607,57995_000109_Sideline_379,802,15,405,12,H94
8608,57995_000109_Sideline_379,735,13,235,12,V68
8609,57995_000109_Sideline_379,661,12,193,12,H93
8610,57995_000109_Sideline_379,722,12,193,12,V12
8614,57995_000109_Sideline_379,423,16,433,13,H99
8617,57995_000109_Sideline_379,755,11,152,12,H30
8618,57995_000109_Sideline_379,723,11,141,11,H23
837,57995_000109_Sideline_38,796,17,482,18,H21
838,57995_000109_Sideline_38,1099,17,325,18,H30
839,57995_000109_Sideline_38,677,16,230,16,H59
840,57995_000109_Sideline_38,740,16,148,17,H23
841,57995_000109_Sideline_38,680,17,314,18,H52
842,57995_000109_Sideline_38,463,15,176,15,V12
843,57995_000109_Sideline_38,522,15,214,18,H93
844,57995_000109_Sideline_38,674,18,395,17,H36
845,57995_000109_Sideline_38,190,16,325,16,V27
846,57995_000109_Sideline_38,498,14,285,17,V68
847,57995_000109_Sideline_38,475,15,223,14,V83
848,57995_000109_Sideline_38,441,16,460,15,V17
849,57995_000109_Sideline_38,506,18,416,16,H94
850,57995_000109_Sideline_38,518,15,281,17,H97
851,57995_000109_Sideline_38,461,17,395,18,V77
852,57995_000109_Sideline_38,478,16,375,17,V75
853,57995_000109_Sideline_38,472,16,262,19,V74
854,57995_000109_Sideline_38,494,16,380,16,H91
855,57995_000109_Sideline_38,406,15,318,16,V15
856,57995_000109_Sideline_38,505,14,319,18,H99
857,57995_000109_Sideline_38,488,17,326,20,V65
8622,57995_000109_Sideline_380,654,13,290,13,H97
8623,57995_000109_Sideline_380,442,13,448,13,V75
8624,57995_000109_Sideline_380,683,13,325,12,H52
8625,57995_000109_Sideline_380,281,14,412,13,V65
8626,57995_000109_Sideline_380,690,14,417,13,V77
8627,57995_000109_Sideline_380,398,13,329,12,V74
8628,57995_000109_Sideline_380,735,13,237,12,V68
8629,57995_000109_Sideline_380,877,13,208,13,H59
8630,57995_000109_Sideline_380,528,12,221,12,V83
8631,57995_000109_Sideline_380,951,13,270,12,H21
8632,57995_000109_Sideline_380,770,12,245,11,H36
8633,57995_000109_Sideline_380,804,13,405,12,H94
8634,57995_000109_Sideline_380,720,15,367,12,H91
8635,57995_000109_Sideline_380,873,13,338,11,V17
8636,57995_000109_Sideline_380,615,13,372,12,V60
8637,57995_000109_Sideline_380,661,12,193,12,H93
8638,57995_000109_Sideline_380,424,14,433,14,H99
8639,57995_000109_Sideline_380,722,11,194,11,V12
8642,57995_000109_Sideline_380,722,12,140,12,H23
8645,57995_000109_Sideline_380,754,11,152,12,H30
8651,57995_000109_Sideline_381,653,13,290,14,H97
8652,57995_000109_Sideline_381,690,14,417,14,V77
8653,57995_000109_Sideline_381,720,14,368,13,H91
8654,57995_000109_Sideline_381,683,12,326,11,H52
8655,57995_000109_Sideline_381,396,13,330,13,V74
8656,57995_000109_Sideline_381,280,13,415,12,V65
8657,57995_000109_Sideline_381,872,13,338,11,V17
8658,57995_000109_Sideline_381,439,13,449,13,V75
8659,57995_000109_Sideline_381,735,12,238,12,V68
8660,57995_000109_Sideline_381,876,13,209,12,H59
8661,57995_000109_Sideline_381,802,15,405,13,H94
8662,57995_000109_Sideline_381,527,13,223,11,V83
8663,57995_000109_Sideline_381,951,13,270,12,H21
8664,57995_000109_Sideline_381,613,13,373,11,V60
8665,57995_000109_Sideline_381,768,12,245,12,H36
8666,57995_000109_Sideline_381,661,12,194,11,H93
8667,57995_000109_Sideline_381,720,11,194,11,V12
8670,57995_000109_Sideline_381,423,13,436,13,H99
8673,57995_000109_Sideline_381,752,12,153,12,H30
8675,57995_000109_Sideline_381,722,11,141,11,V27
8678,57995_000109_Sideline_381,735,11,161,12,H23
8681,57995_000109_Sideline_382,652,14,291,14,H97
8682,57995_000109_Sideline_382,395,13,331,13,V74
8683,57995_000109_Sideline_382,277,14,416,12,V65
8684,57995_000109_Sideline_382,681,13,326,12,H52
8685,57995_000109_Sideline_382,720,14,369,12,H91
8686,57995_000109_Sideline_382,527,12,223,11,V83
8687,57995_000109_Sideline_382,734,13,238,13,V68
8688,57995_000109_Sideline_382,690,15,418,15,V77
8689,57995_000109_Sideline_382,872,13,338,11,V17
8690,57995_000109_Sideline_382,875,13,209,12,H59
8691,57995_000109_Sideline_382,612,13,374,11,V60
8692,57995_000109_Sideline_382,950,12,270,12,H21
8693,57995_000109_Sideline_382,765,13,246,11,H36
8694,57995_000109_Sideline_382,437,14,451,13,V75
8695,57995_000109_Sideline_382,802,16,407,13,H94
8696,57995_000109_Sideline_382,662,11,194,11,H93
8697,57995_000109_Sideline_382,718,12,196,10,V12
8698,57995_000109_Sideline_382,423,14,437,15,H99
8707,57995_000109_Sideline_382,752,10,153,11,H23
8708,57995_000109_Sideline_382,733,12,161,13,H30
8709,57995_000109_Sideline_383,680,13,327,12,H52
8710,57995_000109_Sideline_383,720,14,369,14,H91
8711,57995_000109_Sideline_383,651,15,292,13,H97
8712,57995_000109_Sideline_383,276,14,417,13,V65
8713,57995_000109_Sideline_383,733,13,239,13,V68
8714,57995_000109_Sideline_383,525,14,224,11,V83
8715,57995_000109_Sideline_383,872,13,338,11,V17
8716,57995_000109_Sideline_383,612,12,374,12,V60
8717,57995_000109_Sideline_383,949,13,270,12,H21
8718,57995_000109_Sideline_383,875,12,210,12,H59
8719,57995_000109_Sideline_383,766,11,246,12,H36
8720,57995_000109_Sideline_383,393,14,332,13,V74
8721,57995_000109_Sideline_383,423,14,439,14,H99
8722,57995_000109_Sideline_383,689,15,419,14,V77
8723,57995_000109_Sideline_383,801,16,408,13,H94
8724,57995_000109_Sideline_383,662,11,194,11,H93
8725,57995_000109_Sideline_383,718,11,196,10,V12
8726,57995_000109_Sideline_383,437,12,453,13,V75
8732,57995_000109_Sideline_383,721,11,142,12,H23
8741,57995_000109_Sideline_384,680,12,327,13,H52
8742,57995_000109_Sideline_384,650,15,293,12,H97
8743,57995_000109_Sideline_384,720,13,371,12,H91
8744,57995_000109_Sideline_384,764,13,246,12,H36
8745,57995_000109_Sideline_384,734,13,241,12,V68
8746,57995_000109_Sideline_384,525,13,224,12,V83
8747,57995_000109_Sideline_384,611,13,375,11,V60
8748,57995_000109_Sideline_384,688,15,420,13,V77
8749,57995_000109_Sideline_384,274,14,419,13,V65
8750,57995_000109_Sideline_384,872,13,337,13,V17
8751,57995_000109_Sideline_384,393,13,332,13,V74
8752,57995_000109_Sideline_384,874,13,210,12,H59
8753,57995_000109_Sideline_384,950,11,270,12,H21
8754,57995_000109_Sideline_384,801,16,408,14,H94
8755,57995_000109_Sideline_384,423,13,440,13,H99
8756,57995_000109_Sideline_384,435,13,454,13,V75
8757,57995_000109_Sideline_384,717,10,196,10,V12
8758,57995_000109_Sideline_384,661,12,195,10,H93
8771,57995_000109_Sideline_385,679,13,328,12,H52
8772,57995_000109_Sideline_385,733,13,242,13,V68
8773,57995_000109_Sideline_385,650,13,293,13,H97
8774,57995_000109_Sideline_385,719,14,372,12,H91
8775,57995_000109_Sideline_385,763,13,247,13,H36
8776,57995_000109_Sideline_385,525,12,226,12,V83
8777,57995_000109_Sideline_385,391,12,334,13,V74
8778,57995_000109_Sideline_385,273,14,421,13,V65
8779,57995_000109_Sideline_385,802,15,408,15,H94
8780,57995_000109_Sideline_385,610,13,375,12,V60
8781,57995_000109_Sideline_385,688,14,420,13,V77
8782,57995_000109_Sideline_385,872,11,338,12,V17
8783,57995_000109_Sideline_385,950,11,270,13,H21
8784,57995_000109_Sideline_385,875,12,210,12,H59
8785,57995_000109_Sideline_385,433,13,455,13,V75
8786,57995_000109_Sideline_385,663,12,195,11,H93
8787,57995_000109_Sideline_385,423,13,442,12,H99
8790,57995_000109_Sideline_385,717,10,197,9,V12
8799,57995_000109_Sideline_386,719,15,372,14,H91
8800,57995_000109_Sideline_386,679,13,329,12,H52
8801,57995_000109_Sideline_386,733,13,243,13,V68
8802,57995_000109_Sideline_386,650,13,294,12,H97
8803,57995_000109_Sideline_386,272,14,423,13,V65
8804,57995_000109_Sideline_386,762,13,249,11,H36
8805,57995_000109_Sideline_386,525,12,226,13,V83
8806,57995_000109_Sideline_386,391,12,336,13,V74
8807,57995_000109_Sideline_386,688,14,420,14,V77
8808,57995_000109_Sideline_386,608,14,376,12,V60
8809,57995_000109_Sideline_386,871,13,338,13,V17
8810,57995_000109_Sideline_386,431,14,455,14,V75
8811,57995_000109_Sideline_386,802,16,410,13,H94
8812,57995_000109_Sideline_386,948,13,272,12,H21
8813,57995_000109_Sideline_386,423,13,442,14,H99
8814,57995_000109_Sideline_386,875,12,210,12,H59
8815,57995_000109_Sideline_386,664,12,196,11,H93
8823,57995_000109_Sideline_386,715,10,197,10,V12
8829,57995_000109_Sideline_387,719,14,373,14,H91
8830,57995_000109_Sideline_387,649,14,294,12,H97
8831,57995_000109_Sideline_387,271,14,425,12,V65
8832,57995_000109_Sideline_387,733,13,243,13,V68
8833,57995_000109_Sideline_387,687,14,421,13,V77
8834,57995_000109_Sideline_387,762,13,249,12,H36
8835,57995_000109_Sideline_387,390,12,337,13,V74
8836,57995_000109_Sideline_387,870,13,338,13,V17
8837,57995_000109_Sideline_387,608,13,376,12,V60
8838,57995_000109_Sideline_387,524,13,227,12,V83
8839,57995_000109_Sideline_387,802,15,411,14,H94
8840,57995_000109_Sideline_387,947,13,272,13,H21
8841,57995_000109_Sideline_387,678,13,329,13,H52
8842,57995_000109_Sideline_387,432,12,458,12,V75
8843,57995_000109_Sideline_387,421,15,443,14,H99
8844,57995_000109_Sideline_387,875,11,211,11,H59
8846,57995_000109_Sideline_387,664,12,196,12,H93
8848,57995_000109_Sideline_387,712,10,199,11,V12
8856,57995_000109_Sideline_387,721,11,146,12,H23
8860,57995_000109_Sideline_388,649,14,294,12,H97
8861,57995_000109_Sideline_388,718,15,373,13,H91
8862,57995_000109_Sideline_388,733,13,243,13,V68
8863,57995_000109_Sideline_388,687,14,421,13,V77
8864,57995_000109_Sideline_388,270,13,426,13,V65
8865,57995_000109_Sideline_388,947,13,273,13,H21
8866,57995_000109_Sideline_388,871,11,339,12,V17
8867,57995_000109_Sideline_388,608,13,377,12,V60
8868,57995_000109_Sideline_388,389,12,339,12,V74
8869,57995_000109_Sideline_388,524,13,228,12,V83
8870,57995_000109_Sideline_388,678,13,330,14,H52
8871,57995_000109_Sideline_388,763,12,253,10,H36
8872,57995_000109_Sideline_388,665,11,197,12,H93
8873,57995_000109_Sideline_388,430,12,459,12,V75
8874,57995_000109_Sideline_388,421,14,444,14,H99
8875,57995_000109_Sideline_388,802,15,413,12,H94
8876,57995_000109_Sideline_388,875,11,212,12,H59
8877,57995_000109_Sideline_388,712,11,198,11,V12
8884,57995_000109_Sideline_388,722,11,146,12,H23
8886,57995_000109_Sideline_388,751,11,157,11,H30
8889,57995_000109_Sideline_389,649,13,294,13,H97
8890,57995_000109_Sideline_389,718,14,374,13,H91
8891,57995_000109_Sideline_389,687,14,421,13,V77
8892,57995_000109_Sideline_389,733,13,243,12,V68
8893,57995_000109_Sideline_389,947,13,273,13,H21
8894,57995_000109_Sideline_389,268,13,428,12,V65
8895,57995_000109_Sideline_389,607,13,377,12,V60
8896,57995_000109_Sideline_389,523,13,228,12,V83
8897,57995_000109_Sideline_389,677,13,331,12,H52
8898,57995_000109_Sideline_389,871,11,338,13,V17
8899,57995_000109_Sideline_389,802,15,413,13,H94
8900,57995_000109_Sideline_389,387,13,341,13,V74
8901,57995_000109_Sideline_389,421,13,444,14,H99
8902,57995_000109_Sideline_389,664,12,197,12,H93
8903,57995_000109_Sideline_389,428,13,460,12,V75
8904,57995_000109_Sideline_389,873,13,212,12,H59
8905,57995_000109_Sideline_389,762,12,253,10,H36
8906,57995_000109_Sideline_389,711,11,200,11,V12
8911,57995_000109_Sideline_389,721,11,147,11,H23
8916,57995_000109_Sideline_389,749,11,157,12,H30
858,57995_000109_Sideline_39,796,17,482,18,H21
859,57995_000109_Sideline_39,1099,18,325,17,H30
860,57995_000109_Sideline_39,677,16,230,16,H59
861,57995_000109_Sideline_39,742,15,148,17,H23
862,57995_000109_Sideline_39,464,14,177,16,V12
863,57995_000109_Sideline_39,681,17,315,17,H52
864,57995_000109_Sideline_39,521,15,214,18,H93
865,57995_000109_Sideline_39,476,15,222,15,V83
866,57995_000109_Sideline_39,192,15,326,16,V27
867,57995_000109_Sideline_39,674,18,396,16,H36
868,57995_000109_Sideline_39,507,17,416,16,H94
869,57995_000109_Sideline_39,498,15,285,16,V68
870,57995_000109_Sideline_39,474,16,263,18,V74
871,57995_000109_Sideline_39,518,14,281,17,H97
872,57995_000109_Sideline_39,444,15,460,16,V17
873,57995_000109_Sideline_39,505,14,320,18,H99
874,57995_000109_Sideline_39,461,16,394,17,V77
875,57995_000109_Sideline_39,480,16,374,18,V75
876,57995_000109_Sideline_39,403,15,316,20,V15
877,57995_000109_Sideline_39,492,16,380,16,H91
878,57995_000109_Sideline_39,488,17,327,19,V65
8920,57995_000109_Sideline_390,649,13,295,12,H97
8921,57995_000109_Sideline_390,717,15,374,13,H91
8922,57995_000109_Sideline_390,687,14,422,13,V77
8923,57995_000109_Sideline_390,733,13,242,14,V68
8924,57995_000109_Sideline_390,946,13,273,13,H21
8925,57995_000109_Sideline_390,523,13,229,12,V83
8926,57995_000109_Sideline_390,267,13,430,12,V65
8927,57995_000109_Sideline_390,607,13,378,11,V60
8928,57995_000109_Sideline_390,801,16,414,13,H94
8929,57995_000109_Sideline_390,871,11,338,13,V17
8930,57995_000109_Sideline_390,677,13,330,13,H52
8931,57995_000109_Sideline_390,761,13,254,11,H36
8932,57995_000109_Sideline_390,386,13,343,12,V74
8933,57995_000109_Sideline_390,874,11,213,11,H59
8934,57995_000109_Sideline_390,664,12,198,12,H93
8937,57995_000109_Sideline_390,711,10,201,11,V12
8938,57995_000109_Sideline_390,427,13,461,12,V75
8940,57995_000109_Sideline_390,420,14,445,14,H99
8949,57995_000109_Sideline_391,648,14,296,12,H97
8950,57995_000109_Sideline_391,717,14,374,13,H91
8951,57995_000109_Sideline_391,523,13,229,12,V83
8952,57995_000109_Sideline_391,687,14,422,13,V77
8953,57995_000109_Sideline_391,733,13,243,13,V68
8954,57995_000109_Sideline_391,945,13,273,13,H21
8955,57995_000109_Sideline_391,266,14,431,13,V65
8956,57995_000109_Sideline_391,606,13,379,11,V60
8957,57995_000109_Sideline_391,678,12,331,13,H52
8958,57995_000109_Sideline_391,802,15,414,13,H94
8959,57995_000109_Sideline_391,760,12,256,10,H36
8960,57995_000109_Sideline_391,870,12,337,14,V17
8961,57995_000109_Sideline_391,386,12,345,12,V74
8962,57995_000109_Sideline_391,873,12,214,11,H59
8963,57995_000109_Sideline_391,665,12,199,11,H93
8966,57995_000109_Sideline_391,425,14,462,13,V75
8970,57995_000109_Sideline_391,421,13,447,13,H99
8973,57995_000109_Sideline_391,711,11,202,10,V12
8976,57995_000109_Sideline_391,721,11,146,13,H23
8980,57995_000109_Sideline_392,687,14,423,12,V77
8981,57995_000109_Sideline_392,648,14,296,13,H97
8982,57995_000109_Sideline_392,717,14,374,13,H91
8983,57995_000109_Sideline_392,523,13,229,12,V83
8984,57995_000109_Sideline_392,733,13,242,14,V68
8985,57995_000109_Sideline_392,606,12,380,11,V60
8986,57995_000109_Sideline_392,677,13,331,13,H52
8987,57995_000109_Sideline_392,265,13,433,13,V65
8988,57995_000109_Sideline_392,946,13,273,13,H21
8989,57995_000109_Sideline_392,802,15,414,13,H94
8990,57995_000109_Sideline_392,870,12,338,14,V17
8991,57995_000109_Sideline_392,873,13,214,12,H59
8992,57995_000109_Sideline_392,760,12,257,10,H36
8993,57995_000109_Sideline_392,666,11,200,11,H93
8995,57995_000109_Sideline_392,384,13,346,13,V74
8996,57995_000109_Sideline_392,424,13,462,14,V75
8998,57995_000109_Sideline_392,421,13,447,13,H99
9003,57995_000109_Sideline_392,709,11,204,10,V12
9008,57995_000109_Sideline_392,742,10,159,10,H23
9010,57995_000109_Sideline_393,687,14,424,13,V77
9011,57995_000109_Sideline_393,717,14,374,13,H91
9012,57995_000109_Sideline_393,648,13,297,13,H97
9013,57995_000109_Sideline_393,945,13,273,13,H21
9014,57995_000109_Sideline_393,523,13,229,12,V83
9015,57995_000109_Sideline_393,802,16,413,14,H94
9016,57995_000109_Sideline_393,733,13,243,13,V68
9017,57995_000109_Sideline_393,605,13,380,12,V60
9018,57995_000109_Sideline_393,678,13,331,12,H52
9019,57995_000109_Sideline_393,760,11,258,10,H36
9020,57995_000109_Sideline_393,263,14,433,14,V65
9021,57995_000109_Sideline_393,870,12,340,14,V17
9022,57995_000109_Sideline_393,873,12,214,12,H59
9023,57995_000109_Sideline_393,667,10,200,11,H93
9025,57995_000109_Sideline_393,383,12,348,12,V74
9026,57995_000109_Sideline_393,421,13,447,13,H99
9029,57995_000109_Sideline_393,423,13,464,13,V75
9030,57995_000109_Sideline_393,709,12,204,10,V12
9033,57995_000109_Sideline_393,744,11,160,12,H30
9035,57995_000109_Sideline_393,722,12,147,12,H23
9043,57995_000109_Sideline_394,688,13,425,13,V77
9044,57995_000109_Sideline_394,717,13,374,13,H91
9045,57995_000109_Sideline_394,648,14,298,12,H97
9046,57995_000109_Sideline_394,606,12,381,11,V60
9047,57995_000109_Sideline_394,945,12,272,13,H21
9048,57995_000109_Sideline_394,735,11,243,13,V68
9049,57995_000109_Sideline_394,262,14,435,13,V65
9050,57995_000109_Sideline_394,804,14,414,13,H94
9051,57995_000109_Sideline_394,524,13,230,11,V83
9052,57995_000109_Sideline_394,678,13,330,13,H52
9053,57995_000109_Sideline_394,870,13,341,13,V17
9054,57995_000109_Sideline_394,872,12,214,12,H59
9055,57995_000109_Sideline_394,760,11,258,11,H36
9056,57995_000109_Sideline_394,421,13,447,13,H99
9057,57995_000109_Sideline_394,382,12,349,12,V74
9060,57995_000109_Sideline_394,666,11,200,11,H93
9061,57995_000109_Sideline_394,421,12,466,12,V75
9067,57995_000109_Sideline_394,723,11,146,12,V12
9072,57995_000109_Sideline_395,688,14,426,13,V77
9073,57995_000109_Sideline_395,650,12,299,12,H97
9074,57995_000109_Sideline_395,717,13,374,13,H91
9075,57995_000109_Sideline_395,945,12,272,12,H21
9076,57995_000109_Sideline_395,735,12,244,13,V68
9077,57995_000109_Sideline_395,605,12,382,11,V60
9078,57995_000109_Sideline_395,262,14,437,13,V65
9079,57995_000109_Sideline_395,524,13,229,12,V83
9080,57995_000109_Sideline_395,678,13,330,13,H52
9081,57995_000109_Sideline_395,804,14,414,13,H94
9082,57995_000109_Sideline_395,381,13,349,12,V74
9083,57995_000109_Sideline_395,421,14,447,13,H99
9084,57995_000109_Sideline_395,872,12,342,13,V17
9085,57995_000109_Sideline_395,873,12,214,12,H59
9086,57995_000109_Sideline_395,760,11,258,11,H36
9090,57995_000109_Sideline_395,668,12,200,11,H93
9092,57995_000109_Sideline_395,420,13,467,12,V75
9097,57995_000109_Sideline_395,708,12,204,11,V12
9098,57995_000109_Sideline_395,722,12,146,12,H23
9102,57995_000109_Sideline_396,688,15,426,14,V77
9103,57995_000109_Sideline_396,716,14,374,12,H91
9104,57995_000109_Sideline_396,650,13,301,12,H97
9105,57995_000109_Sideline_396,261,15,437,15,V65
9106,57995_000109_Sideline_396,804,14,413,13,H94
